"id","lastpage","Start[naviConfig]","Start[mobile]","Start[consentGiven]","Start[screenSize]","Start[userAgent]","Start[prolificPID]","Age","Gender[gender]","CheckActiveReading","solarIntroGranny[navigationSolar]","Xsolar1[taskTime]","Xsolar1[completed]","Xsolar1[moves]","Xsolar1[errors]","Xsolar2[taskTime]","Xsolar2[completed]","Xsolar2[moves]","Xsolar2[errors]","solarUEQShedonism[boring]","solarUEQShedonism[notInteresting]","solarUEQShedonism[conventional]","solarUEQShedonism[usual]","solarUEQSusability[obstructive]","solarUEQSusability[complicated]","solarUEQSusability[inefficient]","solarUEQSusability[confusing]","batteryIntroGranny[navigationBattery]","Xbattery1[taskTime]","Xbattery1[completed]","Xbattery1[moves]","Xbattery1[errors]","Xbattery2[taskTime]","Xbattery2[completed]","Xbattery2[moves]","Xbattery2[errors]","batteryUEQSusability[obstructive]","batteryUEQSusability[complicated]","batteryUEQSusability[inefficient]","batteryUEQSusability[confusing]","batteryUEQShedonism[boring]","batteryUEQShedonism[notInteresting]","batteryUEQShedonism[conventional]","batteryUEQShedonism[usual]","DataQuality","DataQualityFollowUp","Feedback","ConsentGiven"
"383","21","small","true","Y","384x693","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6516d741ddf945d7e5314abd","49","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","18266.799999998882","1","3","0","16094.400000000373","1","2","0","6","5","5","5","6","6","7","6","hamTop","15719.699999999255","1","1","0","17194.400000000373","1","1","0","6","6","6","6","4","5","3","3","Yes","","",""
"384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"385","21","small","true","Y","390x661","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","62dc587c7c0dd665ce6c299c","30","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","10885","1","1","0","27873","1","4","0","3","5","5","5","6","6","6","6","bottomBar","8086","1","1","0","8735.000000000002","1","1","0","6","6","6","6","7","7","7","7","Yes","","",""
"386","21","big","true","Y","321x543","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","61537b604de14958a9c7f945","45","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","40351.5","1","2","0","13538.800000011921","1","1","0","4","4","4","5","5","6","7","6","bottomBar","35305.90000000596","1","13","0","18719.600000023842","1","2","0","4","4","4","4","4","4","3","3","Yes","","",""
"387","21","small","true","Y","384x704","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5fc7a6aaa7646c0009521161","52","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","27481.69999998808","1","3","0","33601.39999997616","1","4","0","1","3","2","3","2","2","1","1","bottomBar","11975.100000023842","1","2","0","12803.199999988079","1","2","0","5","5","4","4","3","3","4","4","Yes","","",""
"388","21","big","true","Y","375x546","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1","5e307edef5abed05e1736185","41","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","43534","1","26","0","41260","1","20","0","4","4","2","4","2","2","2","2","hamTop","43123","1","3","0","11009","1","1","0","7","7","7","7","7","7","7","4","Yes","","",""
"389","21","small","true","Y","377x693","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5e42fc295135b5000cd20d0b","43","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","12562.5","1","1","0","15466.199999988079","1","5","0","5","4","4","4","4","5","5","5","hamTop","11470.899999976158","1","2","0","14965.099999964237","1","1","0","4","4","4","4","4","4","4","4","Yes","","",""
"390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"391","21","small","true","Y","384x729","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5db0e17518230d00170d4332","48","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","43150.60000000149","1","8","0","18858.299999998882","1","4","0","6","6","5","6","5","4","6","5","hamTop","27423.5","1","2","0","16204.799999998882","1","3","0","4","3","4","3","4","3","2","2","Yes","","I likes the menu on the bottom better",""
"392","21","big","true","Y","393x660","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","61120aa5ba310969d46039ea","30","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","34852","1","27","0","28525","1","17","0","6","7","7","6","6","7","7","7","hamTop","15441","1","2","0","25942","1","1","0","7","7","6","6","6","4","4","5","Yes","","Coolest survey I’ve taken.",""
"393","21","small","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","65658cf14e48962ed2b4c871","20","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","32155","1","1","0","13434","1","2","0","5","5","7","5","5","7","5","7","bottomBar","15927","1","1","0","14517","1","3","0","7","7","7","7","6","7","7","7","Yes","","",""
"394","21","big","true","Y","414x714","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","60ffd565096d719663031be7","26","woman","This button will end the experiement.","hamTop","100002.00000000001","0","25","0","45072","1","7","0","4","4","4","4","5","5","4","5","bottomBar","42110","1","12","0","10746","1","2","0","6","6","6","6","5","5","5","5","Yes","","",""
"395","21","small","true","Y","441x639","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1","6121e36192d8fd0203910a30","20","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","18800","1","4","0","28022.000000000004","1","2","0","1","1","1","1","5","5","5","5","bottomBar","33619","1","2","0","17571","1","4","0","3","5","3","5","6","6","5","4","Yes","","",""
"396","21","big","true","Y","412x733","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6551b3e927c9931d057a19a1","45","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","62401.89999999851","1","22","0","100001.20000000298","0","23","0","7","6","7","4","4","4","4","4","hamTop","91243.80000000447","1","1","0","12436.69999999553","1","1","0","4","7","7","7","7","7","7","4","Yes","","The experiment was fun, it took me a lot of searching because I'm not very familiar with the categorization of the different elements, but the way that the ""interface"" was laid out made it fun, and kind of exciting to find the requested materials!",""
"397","21","small","true","Y","375x547","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5f497837e8a2f84d9445700b","49","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","38419","1","4","0","14599","1","3","0","5","5","5","5","5","7","6","7","hamTop","10900","1","1","0","37161.00000000001","1","5","0","5","6","6","6","5","5","4","4","Yes","","",""
"398","21","big","true","Y","384x729","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5f613bd011a0d70b831ad999","52","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","19897.700000047684","1","2","0","40252.09999990463","1","14","0","5","5","5","4","4","4","3","3","hamTop","16563.699999809265","1","2","0","83056.5","1","3","0","5","6","6","5","5","6","5","5","Yes","","",""
"399","21","small","true","Y","430x737","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","6547b7ad00e9c6e1862d9efe","27","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","19495","1","1","0","14813","1","2","0","1","1","1","3","3","2","2","1","bottomBar","24320","1","2","0","9950","1","1","0","4","3","4","3","1","1","4","4","Yes","","",""
"400","21","big","true","Y","360x745","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5d2b605b6583eb0019341da0","30","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","41143.39999997616","1","24","0","38100","1","18","0","4","5","5","3","5","6","3","7","hamTop","15990.699999988079","1","2","0","73094.89999997616","1","4","0","7","6","7","5","5","6","6","4","Yes","","",""
"401","21","small","true","Y","412x780","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","none","45","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","24030.90000000596","1","4","0","24211.5","1","2","0","4","3","1","4","5","5","5","3","hamTop","15195.59999999404","1","2","0","55112.19999998808","1","1","0","7","7","7","7","4","3","1","1","Yes","","",""
"402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"403","21","small","true","Y","412x612","Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J737U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36","650fb70670ed79e870c2427a","19","non-binary","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","11070.5","1","1","0","10871.599999904633","1","2","0","4","4","4","4","6","6","6","6","hamTop","22195.099999904633","1","1","0","16963.799999952316","1","3","0","5","4","6","5","6","5","4","4","Yes","","",""
"404","21","big","true","Y","375x550","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1","6548f3ce5319a85941861215","27","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","16462","1","2","0","15719","1","4","0","5","7","5","4","4","3","5","6","hamTop","14411","1","2","0","14982","1","1","0","2","3","4","3","4","5","3","4","Yes","","N/A",""
"405","21","small","true","Y","384x728","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5a2e04c5c7ed3b0001823507","52","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","30894.600000023842","1","1","0","16590.40000000596","1","2","0","5","6","7","5","6","7","5","5","bottomBar","12299.800000011921","1","2","0","17495.69999998808","1","4","0","7","7","7","7","5","6","5","2","Yes","","",""
"406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"408","21","big","true","Y","412x666","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","59caeff06a287600011c3b39","34","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","42830","1","16","0","40284","1","16","0","5","5","4","5","2","1","1","1","hamTop","21060","1","4","0","25279","1","1","0","3","7","1","5","3","2","3","1","Yes","","All I could think was that both of them needed a search bar.",""
"409","21","small","true","Y","393x659","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","6016c24ec5b6eb86fb473dc4","29","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","19418","1","4","0","32121","1","4","0","6","4","5","4","5","6","4","5","hamTop","17043","1","1","0","28485","1","3","1","6","5","6","5","6","5","6","5","Yes","","",""
"410","21","big","true","Y","360x745","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","653b410c76dd27f5e4dbb67f","47","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","13516","1","1","0","62756.10000000894","1","7","0","6","6","7","6","5","4","4","4","bottomBar","19687.29999999702","1","4","0","21038.30000001192","1","2","0","2","2","2","4","2","2","4","4","Yes","","",""
"411","21","small","true","Y","414x716","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","656641400551b87c721e6fc3","20","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","15189.000000000002","1","1","0","18124","1","4","0","7","7","7","7","7","7","7","7","hamTop","20490","1","2","0","57687","1","1","0","7","7","6","7","7","6","6","6","Yes","","",""
"412","21","big","true","Y","360x646","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","63d14652689d5918c3efdb81","31","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","44209.699999809265","1","12","0","20558.300000190735","1","6","0","4","4","1","1","3","3","3","3","bottomBar","38801.300000190735","1","14","0","9501.900000095367","1","2","0","3","4","2","3","4","4","3","3","Yes","","",""
"413","21","small","true","Y","326x543","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1","6453d1c89a98f6312e37f433","50","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","40818","1","2","0","100001.00000000001","0","0","0","2","1","2","2","1","1","1","1","bottomBar","46731","1","2","0","32653","1","4","0","4","3","3","3","1","1","2","1","Yes","","",""
"414","21","big","true","Y","432x812","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36","5c6d5477e8833000015244ad","43","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","69425.20000000298","1","26","0","43360.10000000894","1","12","0","4","4","4","3","5","5","4","4","hamTop","100003.10000000894","0","0","0","36008.09999999404","1","1","0","7","7","7","7","4","4","4","1","Yes","","",""
"415","21","small","true","Y","375x634","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5f4be3c1f50c0e7c3596ab36","24","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","32372","1","1","0","23180","1","3","0","4","4","5","4","4","7","5","7","hamTop","14462","1","1","0","37225","1","1","0","4","6","5","5","4","5","5","4","Yes","","",""
"416","21","big","true","Y","320x512","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","60ef4d541f9d5122ffad5d48","26","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","100003.40000000596","0","15","0","42108.89999999851","1","1","0","5","5","4","4","5","3","3","3","bottomBar","13610.5","1","2","0","82875.80000000447","1","9","0","6","4","5","4","5","5","4","4","Yes","","",""
"417","21","small","true","Y","432x836","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","610843cf06ad53e03e0c66fb","27","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","18782.099999999627","1","4","0","33668.5","1","4","0","5","6","4","4","4","6","6","6","hamTop","14237.599999999627","1","2","0","17657.5","1","1","0","2","2","1","3","2","2","1","1","Yes","","",""
"418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"419","21","small","true","Y","375x636","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1","58ebe3a78ec78100012150a6","26","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","31584.000000000004","1","1","0","23564","1","5","0","5","5","5","5","6","6","6","6","bottomBar","29756.000000000004","1","2","0","12179","1","1","0","7","7","7","7","6","6","6","6","Yes","","",""
"420","21","big","true","Y","328x613","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5bcbf798f039b50001603a25","54","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","19021.29999999702","1","2","0","87018.80000000075","1","10","0","5","6","5","5","5","7","7","7","bottomBar","39425.5","1","12","0","15584.60000000149","1","4","0","5","6","6","6","5","5","5","5","Yes","","",""
"421","21","small","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1","5be2f3db4616da00010def19","43","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","14196.000000000002","1","1","0","26563","1","4","0","1","1","1","1","7","7","7","7","hamTop","25024.000000000004","1","2","0","20936","1","1","0","4","4","2","3","1","1","3","3","Yes","","",""
"422","21","big","true","Y","414x618","Mozilla/5.0 (iPhone; CPU iPhone OS 15_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1","63d83e6e48dd3f8da9458dd3","40","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","33581","1","8","0","28903","1","13","0","4","3","5","4","3","2","4","2","hamTop","22882","1","2","0","13700","1","2","0","2","2","2","2","1","2","4","3","Yes","","I didn’t know elements well which was confusing but I like first one best ",""
"423","21","small","true","Y","430x739","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5daf1ebda0146d001610514b","20","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","15289","1","1","0","12658.000000000002","1","5","0","3","3","3","3","5","5","3","4","hamTop","16616","1","2","0","13392","1","3","0","3","3","3","4","3","3","4","3","Yes","","",""
"424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"425","21","small","true","Y","375x628","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1","5a233637681a240001ff4223","26","not-disclosed","This is the button for a hamburger menu, which opens after you click on it.","hamTop","19163","1","4","0","13701","1","2","0","1","1","1","1","3","6","1","5","bottomBar","17509","1","2","0","14306","1","2","0","4","7","7","7","3","1","1","1","Yes","","",""
"426","21","big","true","Y","428x749","Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 Mobile/15E148 Safari/604.1","655d4ca7eb113ba9193b9500","30","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","100001","0","1","0","51466","1","5","0","6","6","6","5","4","2","3","2","bottomBar","23415","1","8","0","42291","1","24","0","4","6","6","6","5","4","4","5","Yes","","",""
"427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"429","1","small","true","Y","412x724","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36","650d84dfba8485f428ac7144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"430","21","big","true","Y","360x647","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","579a4c6a82f7f90001ee9d92","53","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","31628.300000071526","1","2","0","100004.20000004768","0","18","0","6","6","6","5","4","3","4","4","hamTop","38934.89999997616","1","5","0","16608.5","1","1","0","6","5","6","6","6","6","6","5","Yes","","",""
"431","21","small","true","Y","412x538","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","614016b99ef934f87c7ee4da","39","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","100002.30000019073","0","0","0","23771.5","1","4","0","4","6","3","5","5","5","4","4","bottomBar","12314.700000047684","1","2","0","17214","1","3","0","6","6","6","5","5","5","4","4","Yes","","",""
"432","21","big","true","Y","375x548","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","5ee5e3b02eebe932ee9559c5","34","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","21687","1","4","0","100002","0","27","0","3","3","2","2","4","4","3","4","hamTop","19384","1","3","0","9609","1","1","0","5","5","5","5","3","3","2","2","Yes","","",""
"433","21","small","true","Y","414x707","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","645f09831528f684b7c1ad8e","56","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","35064","1","4","0","19962","1","2","0","5","5","5","5","3","5","5","5","hamTop","37095","1","1","0","11335","1","1","0","2","6","5","5","3","5","3","3","Yes","","",""
"434","21","big","true","Y","375x548","Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1","615e63a4c5e2069446bb75a2","29","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","39670","1","18","0","33596","1","10","0","6","6","7","6","7","7","7","7","hamTop","14257.000000000002","1","1","0","12638","1","1","0","7","7","7","7","5","6","6","6","Yes","","",""
"435","21","small","true","Y","360x590","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36","5e40b0eae8e4b32f3a3ebe6f","33","man","This is the Logo of the website.","hamTop","13179.899999976158","1","2","0","24566.69999998808","1","3","0","6","7","5","5","5","6","6","6","bottomBar","25498.599999964237","1","6","0","37661.69999998808","1","3","0","5","6","5","4","7","6","5","5","Yes","","",""
"436","21","big","true","Y","414x719","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5ff39ec71d6cb49c6c906727","33","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","42025.00000000001","1","12","0","26938","1","18","0","5","5","5","4","5","4","4","4","hamTop","13174","1","2","0","29862","1","2","0","5","5","5","5","4","4","4","4","Yes","","It was an interesting study!",""
"437","21","small","true","Y","384x726","Mozilla/5.0 (Linux; Android 12; SM-A127F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36","647b906892173516daadcced","29","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","22673.10000014305","1","3","0","56276.5","1","3","0","7","7","7","7","7","7","7","7","bottomBar","17707.400000095367","1","2","0","10674.099999904633","1","1","0","7","7","7","7","7","7","7","7","Yes","","",""
"438","21","big","true","Y","509x977","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5e6ca4b9a2b73d25c187ae61","40","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","48131.79999999702","1","8","0","36239","1","3","0","6","6","2","4","6","5","5","5","bottomBar","57276.20000000298","1","13","0","12691.10000000149","1","2","0","4","3","4","4","5","4","2","4","Yes","","",""
"439","2","small","true","Y","412x835","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","63d8b9a4a0e4ef51052ed449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"440","21","big","true","Y","423x856","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36","6429a8ce0c89d7ec42d57f7f","67","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","56102.39999999851","1","10","0","13190.30000000447","1","1","0","7","7","7","6","6","7","7","6","bottomBar","13537","1","2","0","38486.70000000298","1","6","0","6","5","6","5","7","7","7","6","Yes","","",""
"441","21","small","true","Y","390x663","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","654516c692090350312a53c1","29","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","18994","1","4","0","32273","1","4","0","4","5","3","3","4","5","3","5","bottomBar","9128","1","1","0","17624","1","7","0","5","5","5","4","5","5","5","5","Yes","","",""
"442","21","big","true","Y","534x726","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36","60fcd954f5ff1656599b53c9","37","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","52056","1","10","0","23628.69999998808","1","7","0","6","5","7","4","7","6","7","7","bottomBar","20049.799999952316","1","8","0","51076.80000001192","1","9","0","6","7","6","7","6","7","5","4","Yes","","",""
"443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"444","21","big","true","Y","375x732","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5e64a02eb7d70b20f250b129","65","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","31589.699999809265","1","16","0","59299.39999985695","1","18","0","6","6","6","6","6","5","6","4","hamTop","100003.20000004768","0","9","0","100000.90000009537","0","17","1","3","4","3","2","5","4","5","5","Yes","","I actually enjoyed both examples of searches in your study, but I had a harder time finding the products in the first example. Thank you. ",""
"445","1","small","true","Y","291x558","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36","64013a8e233aaa42388c821f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"446","21","big","true","Y","412x682","Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G973U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36","64012a2623351894f2917605","34","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","32434.69999999553","1","2","0","26983.39999999851","1","6","0","5","5","5","4","6","6","6","6","bottomBar","80383.79999999702","1","8","0","32589.89999999851","1","14","0","6","6","6","6","6","6","6","6","Yes","","Jesus Loves You",""
"447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
